No,brand,convenience,direction,maintenanceYn,routeCode,routeName,serviceAreaCode,serviceAreaCode2,serviceAreaName,svarAddr,telNo,truckSaYn,경도,위도,상태
104,탐앤탐스 외 3,수유실|샤워실|세탁실|내고장특산물||,상주,X,300,당진영덕선,A00159,280,화서(영덕)휴게소,경북 상주시 화서면 상용리 408,054-531-1982,X,127.9242775,36.44399388,정좌표
105,공차 외 2,수유실|내고장특산물|||수면실|,상주,X,300,당진영덕선,A00171,324,공주(당진)휴게소,충남 공주시 의당면 청룡리 65-16,041-854-0050,X,127.1669977,36.49855272,정좌표
106,할리스 외 2,수유실|수면실|샤워실|세탁실|내고장특산물|,상주,X,300,당진영덕선,A00175,316,예산(당진)휴게소,충남 예산군 신양면 서계양리 672-3,041-335-0020,O,126.8441116,36.62067358,정좌표
107,엔제리너스,수유실|||||,상주,X,300,당진영덕선,A00253,495,의성(청주)휴게소,경북 의성군 안계면 새못안길 45-49,054-862-9076,X,128.444124,36.41083859,정좌표
108,드롭탑 외 1,,상주,X,300,당진영덕선,A00255,503,청송(청주)휴게소,경북 청송군 파천면 중평병부길 203-92,054-873-5911,X,129.0115123,36.45684693,정좌표
109,탐앤탐스 외 1,수유실|샤워실|내고장특산물|수면실||,청원,X,300,당진영덕선,A00157,279,속리산(청주)휴게소,충북 보은군 마로면 적암리 180,043-544-1466,X,127.8693548,36.44804863,정좌표
110,공차 외 2,수유실|내고장특산물||수면실||,청원,X,300,당진영덕선,A00170,318,공주(대전)휴게소,충남 공주시 장기면 송선리 320-3,041-854-6060,X,129.4934946,35.89315697,정좌표
111,파스쿠찌 외 2,,청원,X,300,당진영덕선,A00174,314,예산(대전)휴게소,충남 예산군 신양면 서계양리 661-1,041-334-0094,O,126.8407111,36.62269078,정좌표
112,엔제리너스,,청원,X,300,당진영덕선,A00254,496,의성(영덕)휴게소,경북 의성군 안계면 새못안길 45-47,054-862-9252,X,128.4473692,36.40977725,정좌표
113,드롭탑 외 1,,청원,X,300,당진영덕선,A00256,504,청송(영덕)휴게소,경북 청송군 파천면 중평병부길 203-115,054-873-9102,X,129.0138212,36.45549824,정좌표
114,-,,통영,X,350,"통영대전선,중부선",A00130,162,함양(통영)휴게소,경남 함양군 지곡면 보산리 산 40-1,055-963-6717,X,127.7585344,35.5511792,정좌표
115,-,,하남,X,350,"통영대전선,중부선",A00129,161,함양(하남)휴게소,경남 함양군 지곡면 보산리 278-6,055-963-8001,X,127.7604286,35.55166572,정좌표
116,엔제리너스 외 1,,통영,X,351,통영대전선,A00099,166,산청(통영)휴게소,경남 산청군 단성면 방목리 산 68-7,055-973-9036,X,127.9368926,35.33292889,정좌표
117,탐앤탐스 외 1,수유실|내고장특산물|수면실|||,통영,X,351,통영대전선,A00105,154,금산인삼랜드(통영)휴게소,충남 금산군 군북면 외부리 718,041-751-2892,X,127.496628,36.15265987,정좌표
118,탐앤탐스,,통영,X,351,통영대전선,A00115,158,덕유산(통영)휴게소,전라북도 장수군 계북면 통영대전고속도로 147,063-353-5100,X,127.6428527,35.81254344,정좌표
119,엔제리너스 외 3,,통영,X,351,통영대전선,A00153,288,고성공룡나라(통영)휴게소,경남 고성군 대가면 송계리 447,055-674-7028,O,128.2629816,35.05190216,정좌표
120,엔제리너스 외 1,,하남,X,351,통영대전선,A00098,165,산청(대전)휴게소,경남 산청군 단성면 방목리 산71-7,055-973-5970,X,127.9389377,35.33192519,정좌표
121,던킨도너츠 외 1,,하남,X,351,통영대전선,A00104,153,금산인삼랜드(대전)휴게소,충남 금산군 군북면 대암길 34-30,041-754-9200,X,127.4977682,36.15456234,정좌표
122,탐앤탐스 외 1,,하남,X,351,통영대전선,A00114,157,덕유산(대전)휴게소,전라북도 무주군 안성면 공진리 471,063-353-4200,X,127.646375,35.8160316,정좌표
123,엔제리너스 외 3,수유실|수면실||||,하남,X,351,통영대전선,A00152,289,고성공룡나라(대전)휴게소,경남 고성군 대가면 신전리 67,055-674-0494,X,128.251304,35.05712268,정좌표
124,로띠번,,청원,X,352,중부선,A00231,409,마장휴게소,경기 이천시 마장면 목리 산 13-32,043-223-2820,X,127.4076752,37.26371242,정좌표
125,탐앤탐스,,통영,X,352,중부선,A00006,139,하남드림휴게소,경기 하남시 중부고속도로 117,031-791-4200,X,127.2065095,37.53031486,정좌표
126,드롭탑 외 1,,통영,X,352,중부선,A00008,144,이천(남이)휴게소,경기 이천시 마장면 목리 142,031-637-0987,X,127.4038241,37.2646053,정좌표
127,할리스 외 2,,통영,X,352,중부선,A00039,150,오창(남이)휴게소,충북 청원군 오창면 화산리 395-15,043-217-1477,X,128.352852,35.05486176,정좌표
128,탐앤탐스,,통영,X,352,중부선,A00041,146,음성(남이)휴게소,충북 음성군 삼성면 용성리 산 44,043-878-6410,X,127.4799765,37.02067472,정좌표
129,할리스외5,,통영,X,352,중부선,A00231,409,마장휴게소,경기 이천시 마장면 목리 산 13-32,031-630-0001,X,127.4076752,37.26371242,정좌표
130,탐앤탐스 외 1,,하남,X,352,중부선,A00007,141,이천(하남)휴게소,경기 이천시 신둔면 용면리 산 83-1,031-638-1117,X,127.3775508,37.29380252,정좌표
131,로띠번 외 2,수유실||수면실|||,하남,X,352,중부선,A00038,149,오창(하남)휴게소,충북 청주시 청원구 오창읍 화산리 396-10,043-217-8303,X,127.4819376,36.75661861,정좌표
132,엔제리너스 외 2,,하남,X,352,중부선,A00040,145,음성(하남)휴게소,충북 음성군 삼성면 양덕리 100-1,043-878-6403,X,127.490564,37.04121677,정좌표
133,로띠번,,상주,X,400,평택제천선,A00232,413,금왕(평택)휴게소,충북 음성군 금왕읍 용계리 190-3,043-715-2820,X,127.5895003,36.97033908,정좌표
134,롯데리아 외 2,,제천,X,400,평택제천선,A00169,333,안성맞춤(제천)휴게소,경기 안성시 서운면 신능리 51-11,031-674-4406,X,127.2767463,36.96880966,정좌표
135,코바코 외 2,,제천,X,400,평택제천선,A00233,414,금왕(제천)휴게소,충북 음성군 금왕읍 용계리 평택제천고속도로 70,043-881-0001,X,127.5907123,36.96898059,정좌표
136,던킨도너츠 외 1,,제천,X,400,평택제천선,A00240,419,천등산(제천)휴게소,충북 충주시 산척면 평택제천고속도로 106,043-844-2991,X,127.9414624,37.06156502,정좌표
137,할리스 외 2,수유실|||수면실||,평택,X,400,평택제천선,A00165,331,안성맞춤(평택)휴게소,경기 안성시 서운면 신능리 51-16,031-673-3822,X,127.2759752,36.96918597,정좌표
138,던킨도너츠 외 1,,평택,X,400,평택제천선,A00239,420,천등산(평택)휴게소,충북 충주시 산척면 평택제천고속도로 109,043-844-2930,X,127.9879716,37.07653574,정좌표
139,할리스 외 2,수유실|수면실|샤워실|세탁실|약국|,평택,X,400,평택제천선,A00299,572,평택휴게소,경기 평택시 청북읍 평택제천고속도로 6,031-683-4800,O,126.9434037,37.04492158,정좌표
140,엔제리너스 외 3,,대구,O,450,중부내륙선,A00094,179,칠서(양평)휴게소,경남 함안군 칠서면 계내리 35,055-587-9656,O,128.4964388,35.37097043,정좌표
141,엔제리너스 외 4,수유실|내고장특산물|수면실||수면실|,마산,X,450,중부내륙선,A00120,173,선산(양평)휴게소,경북 구미시 옥성면 대원리 31-3,054-482-6031,X,128.2474437,36.27893044,정좌표
142,탐앤탐스 외 3,,마산,X,450,중부내륙선,A00127,169,충주(양평)휴게소,충북 충주시 중앙탑면 중부내륙고속도록 230-1,043-857-9339,O,127.8585057,37.02566644,정좌표
143,던킨도너츠 외 3,,마산,X,450,중부내륙선,A00144,295,괴산(양평)휴게소,충북 괴산군 장연면 오가리 293-2,043-832-7966,X,127.959964,36.83231539,정좌표
144,할리스 외 4,,마산,O,450,중부내륙선,A00146,268,문경(양평)휴게소,경북 문경시 유곡동 458,054-554-1655,O,128.152759,36.61986279,정좌표
145,할리스 외 3,,마산,X,450,중부내륙선,A00160,278,남성주참외(양평)휴게소,경북 성주군 용암면 본리 428,054-933-7105,O,128.3042472,35.83504678,정좌표
146,탐앤탐스 외 1,수유실|수면실||수면실||,마산,X,450,중부내륙선,A00188,350,서여주(양평)휴게소,서울 강남구 논현동 165,031-884-9714,X,127.0236628,37.50715874,정좌표
147,코바코 외 2,,마산,X,450,중부내륙선,A00222,396,성주(창원)휴게소,경북 성주군 초전면 용봉리 896,054-932-0800,O,128.2600895,36.01048786,정좌표
148,엔제리너스 외 3,,양평,X,450,중부내륙선,A00121,174,선산(창원)휴게소,경북 구미시 옥성면 대원리 85-1,054-482-6011,X,128.2489651,36.27612249,정좌표
149,탐앤탐스 외 1,,양평,X,450,중부내륙선,A00128,170,충주(창원)휴게소,충북 충주시 가금면 용전리 산 50-3,043-857-9229,O,127.8380387,37.0213637,정좌표
150,엔제리너스 외 2,,양평,X,450,중부내륙선,A00145,303,괴산(창원)휴게소,충북 괴산군 장연면 오가리 103,043-832-6594,X,127.9583155,36.83130526,정좌표
151,탐앤탐스,수유실|수면실|샤워실|세탁실|내고장특산물|,양평,X,450,중부내륙선,A00147,273,문경(창원)휴게소,경북 문경시 유곡동 460-10,054-554-1610,O,128.1502133,36.62035066,정좌표
152,할리스 외 2,,양평,X,450,중부내륙선,A00158,277,남성주참외(창원)휴게소,경북 성주군 선남면 명포리 880-5,054-931-5741,O,128.3162846,35.86863721,정좌표
153,탐앤탐스 외 1,수유실|수면실||수면실||,양평,X,450,중부내륙선,A00189,351,서여주(창원)휴게소,서울 강남구 논현동 165,031-885-9760,X,127.0236628,37.50715874,정좌표
154,코바코 외 2,,양평,X,450,중부내륙선,A00221,397,성주(양평)휴게소,경북 성주군 초전면 용봉리 897,054-933-0800,O,128.2612239,36.00842592,정좌표
155,탐앤탐스 외 3,수유실|수면실|샤워실|세탁실||,현풍,X,450,중부내륙선,A00016,177,영산(창원)휴게소,경남 창녕군 영산면 신제리 1754-4,055-521-2978,O,128.4961377,35.43005222,정좌표
156,던킨도너츠 외 2,,강릉,X,500,영동선,A00010,207,용인(강릉)휴게소,경기도 용인시 고림동 9,031-339-3663,X,127.2408476,37.24643796,정좌표
157,할리스 외 2,수유실|샤워실|세탁실|내고장특산물|수면실|,강릉,X,500,영동선,A00012,203,여주(강릉)휴게소,경기 여주군 가남읍 본두리 689-1,031-882-3120,O,127.5695585,37.23795155,정좌표
158,나뚜르 외 2,수유실|내고장특산물|수면실|||,강릉,X,500,영동선,A00019,194,횡성(강릉)휴게소,강원도 횡성군 안흥면 영동고속도로 154,033-342-4231,X,128.1359127,37.46353268,정좌표
159,던킨도너츠 외 6,수유실|||수면실||,강릉,X,500,영동선,A00024,201,문막(강릉)휴게소,강원 원주시 문막읍 원문로 1234,033-731-8481,X,127.8582055,37.33522247,정좌표
160,탐앤탐스 외 1,,강릉,X,500,영동선,A00101,188,평창(강릉)휴게소,강원도 평창군 용평면 이목정리 775,033-334-5100,X,128.4530654,37.60569626,정좌표
161,엔제리너스 외 2,,강릉,X,500,영동선,A00111,181,강릉(강릉)휴게소,강원도 강릉시 성산면 보광리 산273,033-648-8850,X,128.8038817,37.75916994,정좌표
162,던킨도너츠 외 4,수유실|내고장특산물|약국|수면실||,강릉,X,500,영동선,A00154,292,덕평휴게소,경기 이천시 마장면 각평리 319,031-645-0001,X,127.3888849,37.24060178,정좌표
163,던킨 외 2,수유실|수면실|샤워실|세탁실|수면실|,밀양,X,500,영동선,A00271,435,이목(강릉)졸음쉼터,경기 수원시 장안구 이목동 108,052-977-3243,O,126.9722271,37.31950996,정좌표
164,던킨도너츠 외 2,수유실|샤워실|수면실||수면실|,인천,X,500,영동선,A00009,208,용인(인천)휴게소,경기도 용인시 고림동 89,031-339-3660,X,127.2366253,37.24818324,정좌표
165,탐앤탐스 외 2,수유실|내고장특산물|수면실||수면실|,인천,X,500,영동선,A00011,204,여주(인천)휴게소,경기도 여주시 가남읍 화평길 116,031-882-2900,X,127.5687925,37.2397378,정좌표
166,탐앤탐스,수유실|내고장특산물||수면실||,인천,X,500,영동선,A00013,199,문막(인천)휴게소,강원 원주시 문막읍 포진리 926-1,033-734-7471,X,127.8175781,37.2982215,정좌표
167,던킨도너츠 외 3,수유실|내고장특산물|||수면실|,인천,X,500,영동선,A00018,195,횡성(인천)휴게소,강원 횡성군 안흥면 소사리 1511,033-342-4200,X,128.1346461,37.46481733,정좌표
168,나뚜르 외 1,,인천,X,500,영동선,A00100,186,평창(인천)휴게소,강원 평창군 용평면 이목정리 472-2,033-333-6131,X,128.4634099,37.6104439,정좌표
169,엔제리너스 외 3,,인천,X,500,영동선,A00110,182,강릉(인천)휴게소,강원도 강릉시 성산면 보광리 산 4-2,033-647-9970,X,128.8067575,37.75908628,정좌표
170,던킨도너츠 외 4,,인천,X,500,영동선,A00154,292,덕평휴게소,경기 이천시 마장면 각평리 319,031-645-0001,X,127.3888849,37.24060178,정좌표
171,할리스 외 3,,부산,X,550,중앙선,A00028,217,치악(부산)휴게소,강원 원주시 신림면 금창리 416,033-762-9234,X,128.0510595,37.26140249,정좌표
172,엔제리너스 외 2,수유실|내고장특산물||||,부산,X,550,중앙선,A00079,225,안동(부산)휴게소,경북 안동시 풍산읍 계평리 산 140-1,054-853-4370,X,128.6424399,36.55321436,정좌표
173,할리스 외 1,,부산,X,550,중앙선,A00081,229,군위(부산)휴게소,경북 군위군 군위읍 오곡리 413,054-383-6114,X,128.5749934,36.26613009,정좌표
174,할리스 외 2,,부산,X,550,중앙선,A00112,223,단양팔경(부산)휴게소,충청북도 단양군 적성면 기동리 산 74-1,043-423-5403,X,128.2886583,36.99522306,정좌표
175,놀부부대찌개 외 2,,부산,X,550,중앙선,A00131,211,춘천(부산)휴게소,강원 춘천시 동내면 사암리 산 112-1,033-264-0500,X,127.7697589,37.8167543,정좌표
176,탐앤탐스,수유실|||||,부산,X,550,중앙선,A00134,249,동명(부산)휴게소,경북 칠곡군 동명면 가천리 120-2,054-977-6921,X,128.546237,36.00790369,정좌표
177,엔제리너스 외 3,,부산,X,550,중앙선,A00148,299,원주(부산)휴게소,강원 원주시 호저면 옥산리 211,033-731-4291,X,127.9295519,37.43368831,정좌표
178,카페베네 외 2,,춘천,X,550,중앙선,A00027,213,홍천강(춘천)휴게소,강원도 홍천군 북방면 소매곡리 294,033-435-1201,X,127.8276556,37.71251199,정좌표
179,할리스 외 2,,춘천,X,550,중앙선,A00029,218,치악(춘천)휴게소,강원도 원주시 신림면 금창리 500,033-762-8030,X,128.0480273,37.25696379,정좌표
180,엔제리너스 외 2,,춘천,X,550,중앙선,A00080,226,안동(춘천)휴게소,경북 안동시 풍산읍 계평리 산 128-2,054-853-4061,X,128.6430961,36.55163114,정좌표
181,할리스 외 1,수유실|수면실||||,춘천,X,550,중앙선,A00082,230,군위(춘천)휴게소,경북 군위군 군위읍 오곡리 339,054-383-7114,X,128.5767014,36.26567432,정좌표
182,이마트24,,춘천,X,550,중앙선,A00113,221,단양팔경(춘천)휴게소,충청북도 단양군 단성면 하방리 56,043-421-1673,X,128.3228337,36.94245683,정좌표
183,탐앤탐스 외 1,,춘천,X,550,중앙선,A00133,250,동명(춘천)휴게소,경북 칠곡군 동명면 중앙고속도로 122,054-977-6901,X,128.5491428,36.00598556,정좌표
184,코바코 돈가스 외 1,,춘천,X,550,중앙선,A00149,300,원주(춘천)휴게소,강원 원주시 호저면 옥산리 215,033-731-8194,X,127.931571,37.43444099,정좌표
185,엔제리너스 외 2,,서울,X,600,서울양양선,A00261,509,홍천(서울)휴게소,대전광역시 서구 대덕대로 220번길 46,033-436-9000,X,127.3817971,36.35191875,정좌표
186,던킨도너츠 외 4,,서울,X,600,서울양양선,A00263,513,내린천휴게소,강원 인제군 상남면 하남리 372,033-852-8619,X,128.2875657,37.9169561,정좌표
187,탐앤탐스 외 1,,양양,X,600,서울양양선,A00262,510,홍천(양양)휴게소,대전광역시 서구 대덕대로 220번길 46,033-436-3000,X,127.3817971,36.35191875,정좌표
188,던킨도너츠 외 4,,양양,X,600,서울양양선,A00263,513,내린천휴게소,강원 인제군 상남면 하남리 372,033-852-8619,X,128.2875657,37.9169561,정좌표
189,드롭탑 외 1,,동해,X,650,동해선,A00025,233,동해(삼척)휴게소,강원도 동해시 망상동 산5-1,033-534-6631,X,129.0730472,37.60197518,정좌표
190,탐앤탐스,,동해,X,650,동해선,A00137,267,구정(삼척)휴게소,강원 강릉시 구정면 제비리 888,033-644-8345,X,128.8513805,37.72222375,정좌표
191,드롭탑 외 2,,속초,X,650,동해선,A00135,301,옥계(속초)휴게소,강원 강릉시 옥계면 주수리 88-5,033-534-1700,X,129.0590554,37.6161782,정좌표
192,코바코 외 1,,속초,X,650,동해선,A00136,274,구정(속초)휴게소,강원 강릉시 구정면 동해고속도로 346,033-644-4760,X,128.8543381,37.72289691,정좌표
193,할리스 외 2,,동해,X,652,울산포항선,A00247,441,외동(부산)휴게소,경상북도 경주시 외동읍 내외로 577-189 상석길 58-74,054-745-0637,X,129.2768641,35.69454364,정좌표
194,할리스 외 1,,속초,X,652,울산포항선,A00246,440,외동(포항)휴게소,경북 경주시 외동읍 상석길 58-70,054-745-0631,X,129.2884412,35.67423154,정좌표
195,할리스 외 2,,제천,X,1000,수도권제1순환선,A00268,530,시흥하늘휴게소,경기 시흥시 조남동 산 15-1,031-683-4800,O,126.856235,37.38636831,정좌표
196,드롭탑 외 2,,퇴계원,X,1000,수도권제1순환선,A00199,371,구리(일산)휴게소,경기 구리시 사노동 170-13 구리고속도로휴게소,031-529-3564,X,127.1392068,37.62790694,정좌표
197,엔제리너스 외 2,,부산,X,1040,남해제2지선,A00083,236,장유(서부산)휴게소,경남 김해시 장유면 부곡리 53-1,055-313-2610,X,126.9834615,37.73642072,정좌표
198,카페베네 외 2,수유실||수면실|||,공주,X,1510,서천공주선,A00173,321,부여백제(서천)휴게소,충남 부여군 내산면 율암리 134,041-833-5400,X,126.7979451,36.25891048,정좌표
199,카페베네 외 2,,서천,X,1510,서천공주선,A00172,320,부여백제(공주)휴게소,충남 부여군 내산면 율암리 149-5,041-834-5600,X,126.8013045,36.25991768,정좌표
200,탐앤탐스 외 3,,논산,X,2510,호남선의 지선,A00043,240,벌곡(논산)휴게소,충남 논산시 벌곡면 호남지선고속도로 25,041-732-7694,X,127.2731613,36.21834956,정좌표
201,엔제리너스 외 1,수유실|수면실|샤워실|세탁실||,대전,X,2510,호남선의 지선,A00042,238,벌곡(대전)휴게소,충남 논산시 벌곡면 양산리 124-1,041-734-5250,O,127.2704564,36.21050052,정좌표
202,할리스 외 2,,목포,X,3010,상주영천선,A00267,521,삼국유사군위(상주)휴게소,경상북도 영천시 신녕면 치산효령로 989-23,031-296-1501,O,128.6979682,36.07875324,정좌표
203,할리스,,시흥,X,3010,상주영천선,A00266,520,군위영천(영천)휴게소,경상북도 영천시 신녕면 치산효령로 865-43,031-295-1501,O,128.7103974,36.07046164,정좌표
204,로티번,수유실|수면실||수면실||,진영,X,3010,상주영천선,A00265,517,낙동강구미(상주)휴게소,경상북도 구미시 도개면 용산리 산 29-11,055-312-2820,X,128.3011616,36.34313107,정좌표
205,드롭탑 외 7,수유실|내고장특산물|약국|수면실||,퇴계원,X,3010,상주영천선,A00264,516,낙동강의성(영천)휴게소,경상북도 구미시 도개면 도안로 757-67,031-481-9758,X,128.2958204,36.34569063,정좌표
206,드롭탑 외 1,수유실|내고장특산물||수면실||,대구,X,4510,중부내륙선의 지선,A00089,243,현풍(대구)휴게소,대구광역시 달성군 현풍면 성하리 342,053-615-0337,X,128.4366579,35.70227026,정좌표
207,드롭탑 외 2,수유실|내고장특산물|||수면실|,현풍,X,4510,중부내륙선의 지선,A00090,244,현풍(창원)휴게소,대구 달성군 현풍읍 성하리 272,053-614-2436,X,128.4343228,35.7021545,정좌표
